Station Names,Station Codes,Latitude,Longitude
MAHAMANDIR,MMC,26.3098° N,73.0435° E
MAHANADI,MHN,null,null
MAHANAGAR,MANG,26.8801° N,80.9560° E
MAHANANDA BGE,MBC,null,null
MAHANSAR,MWR,28.2016° N,75.0465° E
MAHARAJGANJ,MGZ,27.1446° N,83.5622° E
MAHASAMUND,MSMD,21.1705° N,82.6051° E
MAHBUBABAD,MABD,17.6054° N,80.0101° E
MAHBUBNAGAR,MBNR,16.7488° N,78.0034° E
MAHE,MAHE,11.7003° N,75.5425° E
MAHEJI,MYJ,20.7945° N,75.4199° E
MAHENDRAGARH,MHRG,28.2734° N,76.1401° E
MAHES KHUNT,MSK,25.4655° N,86.6429° E
MAHESANA JN,MSH,null,null
MAHESHARI SNDHN,MSSD,null,null
MAHESHGANJ,MSGJ,23.4136° N,88.3986° E
MAHESHI,MVV,25.2344° N,86.7994° E
MAHESHMUNDA,MMD,24.2221° N,86.4048° E
MAHESPUR,MHSP,24.4810° N,87.7591° E
MAHESRA,MHHR,28.8518° N,78.3202° E
MAHIDPUR ROAD,MEP,23.5669° N,75.5015° E
MAHIMBA,MHMB,null,null
MAHIPAL,MPLE,24.2892° N,88.1840° E
MAHIPAL ROAD,MPLR,24.2888° N,88.1890° E
MAHISADAL,MSDL,22.1814° N,87.9898° E
MAHISGAON,MGO,18.1280° N,75.4993° E
MAHISHADAHARI,MWZ,23.7794° N,87.6297° E
MAHIYARPUR,MHPR,24.7138° N,85.2114° E
MAHKEPAR RD P H,MKZ,null,null
MAHMUDABAD AVDH,MMB,27.2967° N,81.1251° E
MAHMUDPUR SRYN,MZN,null,null
MAHNGARWL DOABA,MGWD,null,null
MAHOBA JN,MBA,null,null
MAHOLI,MAHO,27.6538° N,80.4758° E
MAHPUR,MHO,25.6031° N,83.2439° E
MAHRAIL,MHRL,26.2974° N,86.2743° E
MAHRANI PACHHIM,MWP,26.0876° N,82.2884° E
MAHRAULI,MFH,28.5212° N,77.1790° E
MAHRAWAL,MWUE,27.9378° N,78.0424° E
MAHROI,MFQ,23.9319° N,80.9291° E
MAHUAMILAN,MMLN,23.6825° N,84.8099° E
MAHUARIYA,MXY,24.1312° N,83.1729° E
MAHUAWA KHURD,MUUA,26.8599° N,83.6042° E
MAHUDA,MHQ,23.7775° N,86.2241° E
MAHUDHA,MHUA,22.8187° N,72.9410° E
MAHUGARHA,MUGA,24.6175° N,77.2664° E
MAHULI P H,MZB,21.0331° N,79.3155° E
MAHUR,MXR,19.8488° N,77.9228° E
MAHUVA JN,MHV,null,null
MAHWA,MWW,27.0500° N,76.9269° E
MAHWAL,MHL,26.3017° N,85.1262° E
MAIBONG,MBG,25.3047° N,93.1267° E
MAIHAR,MYR,24.2658° N,80.7624° E
MAIJAPUR,MIR,27.1433° N,81.8142° E
MAIKALGANJ,MINJ,27.8087° N,80.0696° E
MAILAM,MTL,12.1228° N,79.6253° E
MAILANI,MLN,28.2871° N,80.3464° E
MAILARAM,MWY,18.4919° N,77.8653° E
MAINPURI JN,MNQ,27.2282° N,79.0252° E
MAINPURI KACHRI,MPUE,27.2247° N,79.0588° E
MAIRWA,MW,26.2384° N,84.1462° E
MAISAR KHANA,MASK,30.1064° N,75.1793° E
MAISHASHAN,MSSN,24.8234° N,92.2892° E
MAITHA,MTO,26.5325° N,80.0549° E
MAIVADI ROAD,MVRD,10.5637° N,77.3346° E
MAJADA HALT,MJHL,null,null
MAJBAT,MJBT,26.7931° N,92.2901° E
MAJERHAT,MJT,22.5187° N,88.3224° E
MAJGAON ASSAM,MZQ,26.6487° N,92.7904° E
MAJHAGAWAN,MJG,24.9137° N,80.8073° E
MAJHAIRAN HMCHL,MNHL,null,null
MAJHDIA,MIJ,23.4189° N,88.7253° E
MAJHERGRAM,MAJ,23.6259° N,88.2826° E
MAJHIARI,MJHR,null,null
MAJHOLA PAKARYA,MJZ,null,null
MAJHOWLIA,MJL,26.7994° N,84.6204° E
MAJITHA,MJTA,31.7574° N,74.9530° E
MAJORDA,MJO,15.3162° N,73.9199° E
MAJRI JN,MJRI,null,null
MAJRI KHADAN,MJKN,20.1213° N,79.0285° E
MAJRI NANGAL,MJNL,28.0130° N,76.5556° E
MAKAKHAD,MAYA,23.4169° N,72.6909° E
MAKANSAR,MU,22.7490° N,70.9160° E
MAKARPURA,MPR,22.2495° N,73.1847° E
MAKARWADI HALT,MKWI,null,null
MAKHDUMPUR GAYA,MDE,24.7095° N,84.8796° E
MAKHI,MKHI,26.6698° N,80.4605° E
MAKHU,MXH,31.1072° N,74.9764° E
MAKKAJIPALLI,MKJ,14.1959° N,77.6282° E
MAKKHANPUR,MNR,27.1254° N,78.4851° E
MAKLIDRUG,MKL,null,null
MAKRANA JN,MKN,27.0374° N,74.7243° E
MAKRANDPUR,MQP,28.2439° N,79.3385° E
MAKRAULI,MKLI,26.1304° N,80.3909° E
MAKRERA,MKRA,26.3294° N,74.5288° E
MAKRONIA,MKRN,23.8554° N,78.7958° E
MAKSI,MKC,23.2594° N,76.1465° E
MAKUDI,MKDI,19.5909° N,79.4494° E
MAKUM JN,MJN,27.4867° N,95.4402° E
MALA,MALA,10.2403° N,76.2631° E
MALAD,MDD,19.1874° N,72.8484° E
MALAHAR,MFZ,21.8966° N,82.2855° E
MALAKAVEMULA H,MVA,null,null
MALAKHERA,MKH,27.3906° N,76.6268° E
MALAKPET,MXT,17.3716° N,78.4910° E
MALANCHA,MLNH,22.5005° N,88.7674° E
MALANPUR,MLAR,26.3670° N,78.2875° E
MALARNA,MLZ,26.2297° N,76.5351° E
MALASA,MLS,26.2716° N,79.9361° E
MALATAJ,MLTJ,22.5801° N,72.7474° E
MALATIPATPUR,MLT,19.8669° N,85.8320° E
MALATIPUR,MPE,24.8054° N,88.0436° E
MALAVI,MVY,15.0007° N,76.1972° E
MALAVLI,MVL,18.7448° N,73.4817° E
MALDA COURT,MLFC,25.0112° N,88.1627° E
MALDA TOWN,MLDT,25.0108° N,88.1411° E
MALEGAON P H,MGVK,null,null
MALERKOTLA,MET,30.5302° N,75.8878° E
MALETHU KANAK,MEQ,26.6009° N,82.1122° E
MALHAR,MAAR,21.8966° N,82.2855° E
MALHARGARH,MLG,24.2851° N,74.9905° E
MALHOUR,ML,26.8585° N,81.0406° E
MALIGURA,MVG,18.9476° N,82.6442° E
MALIHABAD,MLD,26.9168° N,80.7076° E
MALIHATI TBR RD,MHTR,null,null
MALIKPETH,MKPT,17.8747° N,75.6412° E
MALIKPUR,MLKP,31.2846° N,75.8410° E
MALIPUR,MLPR,26.2832° N,82.6484° E
MALIYA,MALX,23.0924° N,70.7593° E
MALIYA HATINA,MLHA,21.1599° N,70.2994° E
MALIYA MIYANA,MALB,23.1037° N,70.7552° E
MALKAJGIRI,MJF,17.4503° N,78.5322° E
MALKAPUR,MKU,20.8843° N,76.2026° E
MALKAPUR ROAD,MALK,null,null
MALKAPURAM,MLK,17.6855° N,83.2432° E
MALKERA JN,MLQ,null,null
MALKHAID ROAD,MQR,17.1468° N,77.1726° E
MALKHED,MLR,17.1793° N,77.1773° E
MALKISAR,MLC,28.6696° N,73.9066° E
MALLANKINAR,MNKR,9.5972° N,78.0552° E
MALLANNAGAR,MQW,null,null
MALLANWALA KHAS,MWX,31.0497° N,74.8346° E
MALLANWAN,MLW,27.0340° N,80.1596° E
MALLAPPA GATE H,MLGT,null,null
MALLAPUR,MLP,17.4465° N,78.5746° E
MALLARPUR,MLV,24.0763° N,87.7099° E
MALLASANDRA,MLSA,13.0607° N,77.5118° E
MALLAVARAM,MVRM,17.3785° N,82.3804° E
MALLEMADUGU,MLMG,17.2984° N,80.1456° E
MALLESWARAM,MWM,13.0055° N,77.5692° E
MALLICKPUR HAT,MKRH,null,null
MALLIKPUR,MAK,22.3974° N,88.4333° E
MALLIVIDU,MVW,17.9719° N,83.1726° E
MALLIYALA,MYL,15.3969° N,77.7754° E
MALLIYAM,MY,11.0836° N,79.5976° E
MALLUR,MALR,11.5447° N,78.1422° E
MALOUT,MOT,30.1892° N,74.5053° E
MALSAILU,MLSU,19.8677° N,77.1229° E
MALSAR,MLSR,21.8888° N,73.3141° E
MALSIAN SHAHKHT,MQS,null,null
MALTHAN,MLM,18.8381° N,74.2273° E
MALUGUR,MLU,17.9312° N,80.8266° E
MALUKA,MLKA,30.4295° N,75.0545° E
MALUPOTA,MXP,31.1833° N,75.9514° E
MALUR,MLO,13.0035° N,77.9425° E
MALWAN,MWH,16.0631° N,73.4711° E
MALWARA,MBW,24.7783° N,72.2882° E
MAMAN,MOM,31.9439° N,76.6925° E
MAMANDURU,MRM,13.7464° N,79.4612° E
MAMBALAM,MBM,13.0383° N,80.2209° E
MAMBALAPPATTU,MMP,11.9565° N,79.3733° E
MAMDAPUR HALT,MMPR,null,null
MAMIDIPALLI,MIDP,18.6092° N,83.1790° E
MANA,MANA,30.7726° N,79.4953° E
MANABAR,MVF,null,null
MANAK NAGAR,MKG,26.8115° N,80.8885° E
MANAKSAR,MNSR,29.6660° N,74.3866° E
MANAMADURAI JN,MNM,9.6975° N,78.4537° E
MANANI,MNZ,null,null
MANANPUR,MNP,25.1059° N,86.1555° E
MANANWALA,MOW,null,null
MANAPARAI,MPA,10.6083° N,78.4232° E
MANAURI,MRE,25.4717° N,81.6651° E
MANCHESWAR,MCS,20.3251° N,85.8431° E
MANCHILI,MCLE,16.6565° N,81.6062° E
MANCHIRYAL,MCI,18.8714° N,79.4443° E
MANDA ROAD,MNF,25.1538° N,82.2414° E
MANDAGERE,MGF,12.7303° N,76.3796° E
MANDAL,MDL,null,null
MANDALGARH,MLGH,25.1978° N,75.0932° E
MANDALGHAT,MDG,26.4669° N,88.7350° E
MANDAMARI,MMZ,18.9871° N,79.4791° E
MANDAPADU,MDPD,16.3929° N,80.3220° E
MANDAPAM,MMM,9.2770° N,79.1252° E
MANDAPAM CAMP,MC,9.2815° N,79.1376° E
MANDAR HILL,MDLE,24.8059° N,87.0263° E
MANDASA ROAD,MMS,18.8411° N,84.4948° E
MANDASOR,MDS,24.0734° N,75.0679° E
MANDAVAD,MDVD,21.3565° N,70.7455° E
MANDAVALLI,MDVL,16.5137° N,81.1568° E
MANDAVELI,MNDY,13.0279° N,80.2605° E
MANDAWAR M RD,MURD,27.1559° N,76.8508° E
MANDAWARIYA,MNDV,26.6151° N,74.9063° E
MANDERDISA,MYD,25.7197° N,93.1279° E
MANDHALI,MYE,31.1927° N,75.8338° E
MANDHANA JN,MDA,null,null
MANDHAR,MDH,21.3480° N,81.7076° E
MANDI ADAMPUR,ADR,29.2213° N,75.4811° E
MANDI BAMORA,MABA,24.0598° N,78.0909° E
MANDI DABWALI,MBY,29.9671° N,74.7001° E
MANDI DHANAURA,MNDR,28.9546° N,78.2647° E
MANDI DIP,MDDP,23.0993° N,77.5115° E
MANDIR HASAUD,MNDH,21.2237° N,81.7655° E
MANDLA FORT,MFR,22.5859° N,80.3561° E
MANDOR,MDB,26.3427° N,73.0443° E
MANDRAK,MXK,27.7950° N,78.0894° E
MANDUADIH,MUV,25.2995° N,82.9723° E
MANDURAI,MAND,9.9252° N,78.1198° E
MANDWA,MWA,28.0500° N,75.1487° E
MANDYA,MYA,12.5218° N,76.8951° E
MANENDRAGARH,MDGR,23.2134° N,82.1937° E
MANESWAR,MANE,21.4213° N,84.0313° E
MANGAL MAHUDI,MAM,22.8488° N,74.1034° E
MANGALAGIRI,MAG,16.4346° N,80.5662° E
MANGALAMPETA,MPT,13.5699° N,79.0936° E
MANGALIYAWAS,MLI,26.2746° N,74.5047° E
MANGALURU CNTL,MAQ,12.8633° N,74.8433° E
MANGALURU JN,MAJN,12.8794° N,74.8532° E
MANGANALLUR,MNX,11.0211° N,79.6365° E
MANGAON,MNI,18.2382° N,73.2817° E
MANGAPATNAM,MUM,14.7228° N,78.2683° E
MANGAPURAM,MGPM,13.6092° N,79.4481° E
MANGELA,MGL,21.2325° N,72.0053° E
MANGLIYA GAON,MGG,22.6417° N,76.3456° E
MANGOLPURI,MGLP,28.6923° N,77.0916° E
MANGRA,MAZ,23.8859° N,84.1145° E
MANGROLLA,MGRL,null,null
MANGURJAN,MXJ,25.6355° N,87.6754° E
MANHERU,MHU,28.7084° N,76.2200° E
MANI MAU,MNMU,27.2879° N,79.9459° E
MANIA,MIA,26.8194° N,77.9182° E
MANIGACHI,MGI,26.2059° N,86.1605° E
MANIGRAM,MGLE,24.3522° N,88.1145° E
MANIHARI,MHI,25.3461° N,87.6227° E
MANIK CHAUREE H,MCF,null,null
MANIKGARH,MAGH,19.7762° N,79.3932° E
MANIKPUR,MKP,25.0699° N,81.1031° E
MANIKPURA,MAKP,25.9861° N,84.6244° E
MANIKUL,MIK,22.9202° N,86.0669° E
MANINAGAR,MAN,22.9952° N,72.6041° E
MANIRAM,MIM,26.8492° N,83.3389° E
MANISINGH K P,MGKP,null,null
MANJARI BUDRUK,MJBK,18.5213° N,73.9826° E
MANJATTIDAL,MCJ,10.7925° N,78.7318° E
MANJESHWAR,MJS,12.7246° N,74.8850° E
MANJHAGARH,MJV,26.4176° N,84.5045° E
MANJHI,MHT,25.8392° N,84.5743° E
MANJHLEPUR,MNJR,22.2726° N,73.1878° E
MANJHRA PURAB,MJPB,28.2744° N,81.0517° E
MANJHWE,MZW,25.0354° N,86.1472° E
MANJROL,MJRL,22.1665° N,73.5182° E
MANJURI ROAD,MZZ,21.0117° N,86.3199° E
MANKAPUR JN,MUR,null,null
MANKAR,MNAE,23.4288° N,87.5544° E
MANKARAI,MNY,11.0800° N,76.8317° E
MANKATHA,MKB,25.2062° N,86.0568° E
MANKHURD,MNKD,19.0513° N,72.9368° E
MANKI,MANK,14.1835° N,74.4872° E
MANKUNDU,MUU,22.8451° N,88.3619° E
MANMAD JN,MMR,20.2508° N,74.4393° E
MANNANUR,MNUR,10.7522° N,76.3218° E
MANNARGUDI,MQ,10.6649° N,79.4507° E
MANOHARABAD,MOB,17.7664° N,78.4681° E
MANOHARGANJ,MNJ,25.5273° N,81.5583° E
MANOHARPUR,MOU,22.3730° N,85.1972° E
MANOPAD,MOA,15.9653° N,77.9410° E
MANPUR JN,MPO,22.4296° N,75.6194° E
MANPUR NAGARIA,MPG,27.8994° N,78.8298° E
MANSA,MSZ,29.9995° N,75.3937° E
MANSHAHI,MNS,25.4681° N,87.5668° E
MANSI JN,MNE,null,null
MANSURPUR,MSP,29.3554° N,77.7157° E
MANTAPAMPALLE,MMPL,14.3241° N,79.0860° E
MANTATTI,MVH,17.2275° N,77.5098° E
MANTHRALAYAM RD,MALM,15.9443° N,77.2982° E
MANUBOLU,MBL,14.2059° N,79.8731° E
MANUGURU,MUGR,17.9312° N,80.8266° E
MANUND,MRD,23.7330° N,72.2615° E
MANUR,MAF,8.8550° N,77.6522° E
MANWA,MANW,27.1724° N,84.4409° E
MANWAL,MNVL,32.7698° N,75.1308° E
MANWALA KOT BAK,MKBH,null,null
MANWATH ROAD,MVO,19.3468° N,76.5344° E
MANYAMKONDA,MQN,16.6506° N,77.8874° E
MANZURGARHI,MZGI,27.9572° N,78.1006° E
MAONDA,MADA,27.7075° N,75.8004° E
MARADAM HALT,MQJ,null,null
MARAHRA,MHA,27.7362° N,78.5686° E
MARAMJHIRI,MJY,21.9445° N,77.8831° E
MARAMPALLI,MRPL,16.8471° N,81.6371° E
MARANDAHALLI,MZU,12.3891° N,78.0033° E
MARARIKULAM,MAKM,9.5987° N,76.3116° E
MARAUDA,MXA,20.5837° N,82.0307° E
MARGHERITA,MRG,27.2911° N,95.6695° E
MARHAURA,MEW,25.9682° N,84.8620° E
MARIAHU,MAY,25.6028° N,82.5884° E
MARIAMMANKOVIL,MAV,10.7862° N,79.1890° E
MARIANI JN,MXN,null,null
MARICHETHAL,MRC,16.1188° N,77.2944° E
MARIKAL,MRKL,16.6035° N,77.7266° E
MARIKUPPAM,MKM,12.9237° N,78.2690° E
MARIPAT,MIU,28.5875° N,77.4960° E
MARIYAMANAHALLI,MMI,15.1605° N,76.3550° E
MARKAHANDI U HT,MQQ,null,null
MARKAPUR ROAD,MRK,15.7151° N,79.3032° E
MARKONA,MKO,21.1850° N,86.6057° E
MARKUNDI,MKD,24.6210° N,83.0422° E
MARMAGAO,MRH,15.3750° N,73.8397° E
MAROLI,MRL,21.0239° N,72.8886° E
MARPALLI,MRF,17.5254° N,77.3482° E
MARRIPALEM PH,MIPM,null,null
MARSUL,MRV,19.4791° N,77.1456° E
MARTHIPALAYAM,MPLM,10.9327° N,76.8415° E
MARTUR,MR,15.9938° N,80.1038° E
MARUDUR,MUQ,10.8952° N,78.4575° E
MARWAR BAGRA,MBGA,25.1986° N,72.5974° E
MARWAR BALIA,MBSK,27.3574° N,74.5449° E
MARWAR BHINMAL,MBNL,null,null
MARWAR BIRTHI,MBT,null,null
MARWAR CHAPRI,MCPE,27.0633° N,73.8228° E
MARWAR JN,MJ,null,null
MARWAR KHARA,MKHR,27.0559° N,72.1268° E
MARWAR KORI,KOF,24.9120° N,72.2735° E
MARWAR LOHWAT,MWT,26.9820° N,72.5899° E
MARWAR MATHANYA,MMY,26.5308° N,72.9785° E
MARWAR MUNDWA,MDW,27.0633° N,73.8228° E
MARWAR RANAWAS,MRWS,null,null
MARWAR RATANPRA,MSQ,null,null
MARWASGRAM,MWJ,24.5362° N,81.3037° E
MAS SLT COTAURS,SO,null,null
MASAGRAM,MSAE,23.1335° N,88.0400° E
MASAIPET,ME,17.9074° N,78.4610° E
MASANGAON,MUO,22.2783° N,77.0046° E
MASANI,MSE,28.2041° N,76.7315° E
MASANIWALA,MSWA,29.4030° N,73.6021° E
MASARAHALLI,MSS,13.8142° N,75.7371° E
MASIT,MST,31.2809° N,75.2158° E
MASKANWA,MSW,27.0002° N,82.3343° E
MASNADIH,MSDH,26.9204° N,84.8172° E
MASODHA,MSOD,26.7068° N,82.1336° E
MASOR ROAD,MXD,null,null
MASRAKH,MHC,26.1064° N,84.8032° E
MASUDAN,MSDN,25.2539° N,86.3605° E
MASUR,MSR,17.3984° N,74.1662° E
MATALKUNTA,MTV,17.7770° N,77.5763° E
MATANA BUZURG,MABG,23.1139° N,75.8652° E
MATARI,MRQ,22.7065° N,72.6595° E
MATARILA,MZX,25.0835° N,78.4027° E
MATAUNDH,MTH,25.4367° N,80.1554° E
MATERA,MT,27.7814° N,81.5535° E
MATHABHANGA,MHBA,26.3427° N,89.2153° E
MATHELA,MTA,21.8791° N,76.3894° E
MATHERAN,MAE,18.9887° N,73.2712° E
MATHIA BARGHAT,MTBG,26.9486° N,83.7505° E
MATHUR,MTUR,27.4924° N,77.6737° E
MATHURA CANT,MRT,27.4757° N,77.6937° E
MATHURA JN,MTJ,27.4790° N,77.6734° E
MATHURAPUR,MUW,22.1203° N,88.3943° E
MATHURAPUR MOR,MRPM,null,null
MATHURAPUR RD,MPRD,22.1407° N,88.3909° E
MATIGARA,MTRA,26.7223° N,88.3810° E
MATLABPUR,MTB,28.3064° N,78.9868° E
MATMARI,MTU,16.0333° N,77.3000° E
MATODA,MQA,22.8921° N,72.3955° E
MATTANCHERI HLT,MTNC,null,null
MAU AIMMA,MEM,25.6979° N,81.9202° E
MAU JN,MAU,25.9392° N,83.5642° E
MAU RANIPUR,MRPR,25.2432° N,79.1379° E
MAUHARI,MZH,24.4383° N,81.1224° E
MAULA ALI,MLY,17.4629° N,78.5609° E
MAUR,MAUR,30.0646° N,75.2317° E
MAURIGRAM,MRGM,22.5715° N,88.2702° E
MAVAL,MAA,18.7552° N,73.4445° E
MAVELIKARA,MVLK,9.2385° N,76.5315° E
MAVELIPALAIYAM,MVPM,11.4827° N,77.8999° E
MAVINKERE,MVC,12.8358° N,76.1735° E
MAVLI JN,MVJ,24.7944° N,73.9740° E
MAVUR ROAD,MARD,null,null
MAWAI,MWAI,22.4968° N,81.0737° E
MAYAKONDA,MYK,14.2745° N,76.0798° E
MAYANOOR,MYU,10.9557° N,78.2369° E
MAYAR,MAYR,null,null
MAYILADUTURAI J,MV,null,null
MAYNAGURI ROAD,MYGD,26.5269° N,88.7999° E
MAYYANAD,MYY,8.8509° N,76.6498° E
MCCLUSKIEGANJ,MGME,23.6499° N,84.9440° E
MCS CHHATARPUR,MCSC,null,null
MECHEDA,MCA,22.4102° N,87.8631° E
MECHERI ROAD,MCRD,null,null
MEDAPADU,MPU,17.0054° N,82.0993° E
MEDCHAL,MED,17.6323° N,78.4805° E
MEDRA,MDRA,23.1159° N,72.7127° E
MEERUT CANT,MUT,28.9938° N,77.6822° E
MEERUT CITY,MTC,28.9845° N,77.7064° E
MEGH RAJ PURA,MGRP,32.0690° N,76.0812° E
MEGHNAGAR,MGN,22.9062° N,74.5422° E
MEGHPUR,MGHP,22.6932° N,70.4876° E
MEGHPURTITODI,MGTD,22.1397° N,69.4488° E
MEHNAR ROAD,MNO,25.6541° N,85.5044° E
MEHSI,MAI,26.3556° N,85.1163° E
MEJA ROAD,MJA,25.2225° N,82.0873° E
MEKKUDI,MKY,10.7211° N,78.6512° E
MEKRA MEMERKHAB,MMKB,null,null
MELAKKONNAKKULM,MEKM,null,null
MELALATHUR,MEH,12.9123° N,78.8784° E
MELATTUR,MLTR,11.0684° N,76.2682° E
MELMARUVATTUR,MLMR,12.4268° N,79.8300° E
MELNARIYAPANUR,MLYR,11.6176° N,78.8114° E
MELPATTI,MPI,12.8657° N,78.7836° E
MELUSAR,MELH,28.2126° N,74.5639° E
MEMARI,MYM,23.1745° N,88.1034° E
MENDIPATHAR,MNDP,25.9158° N,90.6441° E
MENDU,MEU,27.6043° N,78.1051° E
MERALGRAM,MQX,24.1972° N,83.7099° E
MERAMANDOLIL,MRDL,20.8020° N,85.3052° E
MERPANAIKKADU,MPX,10.2880° N,79.0999° E
MERTA CITY,MEC,26.6450° N,74.0309° E
MERTA ROAD JN,MTD,null,null
MESWAN,MSVN,21.2609° N,70.2780° E
METHAI,MEE,29.1814° N,78.3984° E
METHI TIKUR,METR,26.7011° N,80.4048° E
METPALLI,MTPI,18.8492° N,78.6262° E
METPANJRA,MER,21.2731° N,78.6759° E
METTUR,MTE,11.7863° N,77.8008° E
METUPALAIYAM,MTP,11.3028° N,76.9383° E
METUR DAM,MTDM,11.8038° N,77.8074° E
METYAL SOHAR,MYX,23.4820° N,86.7483° E
MEVLI,MVLI,22.6117° N,73.3267° E
MEWA NAWADA,MWE,29.1181° N,78.6128° E
MEZENGA S,MZA,26.8873° N,94.6908° E
MGR CHENNAI CTL,MAS,13.0825° N,80.2755° E
MHASAVAD,MWD,17.6334° N,74.7871° E
MHASODA DONGAR,MSDG,null,null
MHMDVD KHEDA RD,MHD,22.8190° N,72.7524° E
MHOW,MHOW,22.5505° N,75.7625° E
MIANGRAM,MIAN,23.8504° N,88.1699° E
MIDNAPORE,MDN,22.4257° N,87.3199° E
MIGHAUNA,MIW,28.2383° N,79.8314° E
MIGRENDISA,MGE,25.1750° N,93.0659° E
MIHINPURWA,MIN,28.0685° N,81.2533° E
MIHRAWAN,MIH,25.8711° N,82.6940° E
MILAK,MIL,28.6138° N,79.1690° E
MILANGARH,MQG,23.1043° N,88.4961° E
MILAVITTAN,MVN,8.8193° N,78.0909° E
MINAMBAKKAM,MN,12.9875° N,80.1753° E
MINAPUR,MNPR,26.3179° N,85.0480° E
MINATCHIPURAM,MXM,9.9417° N,77.5383° E
MINCHNAL,MNL,16.9709° N,75.8218° E
MINDALA P H,MWG,null,null
MINDHA,MNHA,27.1139° N,75.3208° E
MINJUR,MJR,13.2681° N,80.2770° E
MINNAMPALLI,MPLI,11.6743° N,78.2690° E
MIRA ROAD,MIRA,19.2856° N,72.8691° E
MIRAJ JN,MRJ,16.8194° N,74.6395° E
MIRANPUR KATRA,MK,28.0353° N,79.6755° E
MIRCHADHORI,MCQ,24.2924° N,82.7941° E
MIRHAKUR,MIQ,15.7362° N,79.2691° E
MIRKHAL,MQL,17.9960° N,76.9434° E
MIRTHAL,MRTL,32.1181° N,75.6063° E
MIRYALAGUDA,MRGA,16.8739° N,79.5662° E
MIRZA CHEUKI,MZC,25.2589° N,87.4965° E
MIRZAPALLI,MZL,18.0177° N,78.4148° E
MIRZAPUR,MZP,25.1337° N,82.5644° E
MIRZAPUR BCHAUD,MBV,null,null
MIRZAPUR BNKIPR,MBE,null,null
MISAMARI,MSMI,26.8144° N,92.5941° E
MISRAULI,MFL,26.2186° N,82.1163° E
MISRIKH TIRATH,MSTH,null,null
MISROD,MSO,23.1616° N,77.4694° E
MITAWAL,MTI,21.7166° N,76.1494° E
MITHA,MITA,31.2897° N,75.2917° E
MITHAPUR,MTHP,22.4059° N,69.0312° E
MITHILA DEEP,MTLP,26.2366° N,86.3122° E
MIYAGAM K JN NG,MYGL,null,null
MIYAGAM KARJAN,MYG,22.0535° N,73.1202° E
MIYANA,MINA,23.1037° N,70.7552° E
MIYONKA BARA,MNKB,null,null
MOABUND,MOBD,26.6688° N,94.0722° E
MOBHA ROAD,MBH,22.1640° N,72.9726° E
MODELGRAM,MG,30.8970° N,75.8386° E
MODINAGAR,MDNR,28.8344° N,77.5699° E
MODNIMB,MLB,17.9145° N,75.4024° E
MODPUR,MDPR,22.2651° N,69.8009° E
MODRAN,MON,25.1817° N,72.4347° E
MODUKURU,MDKU,16.1303° N,80.5813° E
MOGA,MOGA,30.8230° N,75.1734° E
MOHADARA P H,MXZ,null,null
MOHADI PRGN LNG,MHAD,null,null
MOHAMMADKHERA,MQE,null,null
MOHAN NAGAR,MNGR,28.6728° N,77.3863° E
MOHANA,MOJ,19.4418° N,84.2628° E
MOHANLALGANJ,MLJ,26.6855° N,80.9880° E
MOHANPURA,MOPR,23.8796° N,76.8288° E
MOHANUR,MONR,11.0599° N,78.1422° E
MOHAPANI MAL,MPML,null,null
MOHARAJPUR,MJP,23.2809° N,79.0560° E
MOHARI,MHF,18.6788° N,75.5160° E
MOHIBULLAPUR,MBP,26.9097° N,80.9332° E
MOHITNAGAR,MOP,26.5305° N,88.6678° E
MOHIUDDINNAGAR,MOG,25.5732° N,85.6747° E
MOHIUDDINPUR,MUZ,29.9850° N,77.6436° E
MOHKHUTI,MHKT,26.9442° N,94.1795° E
MOHOL,MO,17.8092° N,75.6382° E
MOHOPE,MHPE,18.9438° N,73.1950° E
MOHRI,MOY,30.2653° N,76.7532° E
MOKALSAR,MKSR,25.6127° N,72.5146° E
MOKAMEH JN,MKA,null,null
MOKHASA KALVPDI,MVP,null,null
MOKHOLI,MXL,null,null
MOLAGAVALLI,MGV,15.3559° N,77.3296° E
MOLAKALMURU,MOMU,14.7165° N,76.7466° E
MOLISAR,MIO,28.1381° N,74.8361° E
MONABARI,MFC,26.7777° N,93.2332° E
MONACHERRA,MNCR,24.1190° N,92.3209° E
MONDH,MOF,25.4272° N,82.4859° E
MONGHYR,MGR,25.3748° N,86.4735° E
MONU,MANU,null,null
MOOKAMBIKA ROAD,BYNR,13.8718° N,74.6327° E
MOR,MOR,25.4333° N,85.8632° E
MORA,MROA,18.9099° N,72.9239° E
MORADABAD,MB,28.8386° N,78.7733° E
MORAIYA,MORA,22.9238° N,72.4218° E
MORAK,MKX,24.7288° N,75.9521° E
MORAMPUDI,MOD,16.9926° N,81.8142° E
MORAN,MOX,27.1757° N,94.9195° E
MORANHAT,MRHT,27.1787° N,94.9169° E
MORAPPUR,MAP,12.1085° N,78.3887° E
MORBI,MVI,22.8252° N,70.8491° E
MORDAD TANDA,MWK,20.6786° N,74.9267° E
MORDAR,MRDD,null,null
MORENA,MRA,26.4947° N,77.9940° E
MORGRAM,MGAE,24.3026° N,88.0164° E
MORI BERA,MOI,25.0339° N,73.1335° E
MORINDA,MRND,30.7912° N,76.5025° E
MORKADHANA,MKDN,22.3729° N,78.5973° E
MORSHI,MRSH,21.3242° N,78.0138° E
